# CARMEN Logfile
# file format is one message per line
# message_name [message contents] ipc_timestamp ipc_hostname logger_timestamp
# message formats defined: PARAM SYNC ODOM RAWLASER1 RAWLASER2 RAWLASER3 RAWLASER4 ROBOTLASER1 ROBOTLASER2 FLASER RLASER LASER3 LASER4
# PARAM param_name param_value
# COMMENT text 
# SYNC tagname
# ODOM x y theta tv rv accel
# TRUEPOS true_x true_y true_theta odom_x odom_y odom_theta
# RAWLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER3 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER4 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# POSITIONLASER laserid x y z phi(roll) theta(pitch) psi(yaw) 
# ROBOTLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# ROBOTLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# NMEAGGA gpsnr utc latitude_dm lat_orient longitude_dm long_orient gps_quality num_satellites hdop sea_level alititude geo_sea_level geo_sep data_age
# NMEARMC gpsnr validity utc latitude_dm lat_orient longitude_dm long_orient speed course variation var_dir date
# SONAR cone_angle num_sonars [sonar_reading] [sonar_offsets x y theta]
# BUMPER num_bumpers [bumper_reading] [bumper_offsets x y]
# SCANMARK start_stop_indicator laserID 
# IMU accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_EULER accelerationX accelerationY accelerationZ pitch roll yaw magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_QUAT accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MATRIX accelerationX accelerationY accelerationZ matrix_0-0 matrix_0-1 matrix_0-2 matrix_1-0 matrix_1-1 matrix_1-2 matrix_2-0 matrix_2-1 matrix_2-2s magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MTIG quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 accelerationX accelerationY accelerationZ gyroX gyroY gyroZ magneticfieldX magneticfieldY magneticfieldZ velocityX velocityY velocityZ latitude longitude height gps_fix xkf_valid sensor_ID
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# FOLLOWTRAJECTORY x y theta tv rv num readings [trajectory points: x y theta tv rv]
# BASEVELOCITY tv rv 
# 
# OLD LOG MESSAGES: 
# (old) # FLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # RLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # LASER3 num_readings [range_readings]
# (old) # LASER4 num_readings [range_readings]
# (old) # REMISSIONFLASER num_readings [range_readings remission_value]
# (old) # REMISSIONRLASER num_readings [range_readings remission_value]
# (old) # REMISSIONLASER3 num_readings [range_readings remission_value]
# (old) # REMISSIONLASER4 num_readings [range_readings remission_value]
# robot: default
PARAM stereo7_scalew 640 1588794003.487442 lcad-G7-7588 1588794003.487441
PARAM stereo7_scaleh 480 1588794003.487443 lcad-G7-7588 1588794003.487443
PARAM stereo8_width 640 1588794003.487600 lcad-G7-7588 1588794003.487600
PARAM stereo8_height 480 1588794003.487602 lcad-G7-7588 1588794003.487602
PARAM stereo8_max_disparity 128 1588794003.487604 lcad-G7-7588 1588794003.487604
PARAM stereo8_smoothing_kernel_size 15 1588794003.487606 lcad-G7-7588 1588794003.487606
PARAM stereo8_algorithm ELAS 1588794003.487607 lcad-G7-7588 1588794003.487607
PARAM stereo8_gaussian_radius 10.0 1588794003.487609 lcad-G7-7588 1588794003.487609
PARAM stereo8_synapses 256 1588794003.487610 lcad-G7-7588 1588794003.487610
PARAM stereo8_wintakeiteration 1 1588794003.487612 lcad-G7-7588 1588794003.487612
PARAM stereo8_numdisparity 128 1588794003.487614 lcad-G7-7588 1588794003.487614
PARAM stereo8_numthreads 8 1588794003.487615 lcad-G7-7588 1588794003.487615
PARAM stereo8_scalew 640 1588794003.487617 lcad-G7-7588 1588794003.487617
PARAM stereo8_scaleh 480 1588794003.487619 lcad-G7-7588 1588794003.487619
PARAM stereo8_vertical_ROI_ini 150 1588794003.487620 lcad-G7-7588 1588794003.487620
PARAM stereo8_vertical_ROI_end 350 1588794003.487622 lcad-G7-7588 1588794003.487622
PARAM stereo8_horizontal_ROI_ini 0 1588794003.487623 lcad-G7-7588 1588794003.487623
PARAM stereo8_horizontal_ROI_end 640 1588794003.487625 lcad-G7-7588 1588794003.487625
PARAM camera1_x 3.5 1588794003.487744 lcad-G7-7588 1588794003.487744
PARAM camera1_y 0.0 1588794003.487746 lcad-G7-7588 1588794003.487746
PARAM camera1_z 0.2 1588794003.487748 lcad-G7-7588 1588794003.487748
PARAM camera1_roll 0.0 1588794003.487750 lcad-G7-7588 1588794003.487750
PARAM camera1_pitch 0.0 1588794003.487751 lcad-G7-7588 1588794003.487751
PARAM camera1_yaw 0.0 1588794003.487753 lcad-G7-7588 1588794003.487753
PARAM camera8_x 0.245 1588794003.487839 lcad-G7-7588 1588794003.487839
PARAM camera8_y -0.287 1588794003.487842 lcad-G7-7588 1588794003.487842
PARAM camera8_z 0.085 1588794003.487843 lcad-G7-7588 1588794003.487843
PARAM camera8_roll 0.0 1588794003.487845 lcad-G7-7588 1588794003.487845
PARAM camera8_pitch 0.09 1588794003.487846 lcad-G7-7588 1588794003.487846
PARAM camera8_yaw 0.0 1588794003.487848 lcad-G7-7588 1588794003.487848
PARAM camera3_x 0.245 1588794003.487932 lcad-G7-7588 1588794003.487932
PARAM camera3_y -0.04 1588794003.487935 lcad-G7-7588 1588794003.487935
PARAM camera3_z 0.210 1588794003.487936 lcad-G7-7588 1588794003.487936
PARAM camera3_roll -0.017453 1588794003.487938 lcad-G7-7588 1588794003.487938
PARAM camera3_pitch 0.026037 1588794003.487939 lcad-G7-7588 1588794003.487939
PARAM camera3_yaw -0.023562 1588794003.487941 lcad-G7-7588 1588794003.487941
PARAM camera4_x 0.395000 1588794003.488025 lcad-G7-7588 1588794003.488025
PARAM camera4_y 0.023000 1588794003.488027 lcad-G7-7588 1588794003.488027
PARAM camera4_z -0.185000 1588794003.488029 lcad-G7-7588 1588794003.488029
PARAM camera4_roll 0.026180 1588794003.488030 lcad-G7-7588 1588794003.488030
PARAM camera4_pitch 0.020186 1588794003.488032 lcad-G7-7588 1588794003.488032
PARAM camera4_yaw 0.026180 1588794003.488034 lcad-G7-7588 1588794003.488034
PARAM camera5_x -0.175000 1588794003.488466 lcad-G7-7588 1588794003.488466
PARAM camera5_y -0.180000 1588794003.488470 lcad-G7-7588 1588794003.488470
PARAM camera5_z 0.215000 1588794003.488473 lcad-G7-7588 1588794003.488473
PARAM camera5_roll -0.008726 1588794003.488476 lcad-G7-7588 1588794003.488476
PARAM camera5_pitch 0.026037 1588794003.488478 lcad-G7-7588 1588794003.488478
PARAM camera5_yaw 3.1216 1588794003.488480 lcad-G7-7588 1588794003.488480
PARAM camera7_x 0.0 1588794003.488612 lcad-G7-7588 1588794003.488612
PARAM camera7_y -0.040000 1588794003.488615 lcad-G7-7588 1588794003.488615
PARAM camera7_z 0.2130000 1588794003.488618 lcad-G7-7588 1588794003.488618
PARAM camera7_roll -0.008726 1588794003.488620 lcad-G7-7588 1588794003.488620
PARAM camera7_pitch -0.008584 1588794003.488622 lcad-G7-7588 1588794003.488622
PARAM camera7_yaw -1.606615 1588794003.488624 lcad-G7-7588 1588794003.488624
PARAM camera10_x 0.0 1588794003.488756 lcad-G7-7588 1588794003.488756
PARAM camera10_y 0.0 1588794003.488760 lcad-G7-7588 1588794003.488760
PARAM camera10_z 0.0 1588794003.488762 lcad-G7-7588 1588794003.488762
PARAM camera10_roll 0.0 1588794003.488765 lcad-G7-7588 1588794003.488765
PARAM camera10_pitch 0.0 1588794003.488767 lcad-G7-7588 1588794003.488767
PARAM camera10_yaw 0.0 1588794003.488770 lcad-G7-7588 1588794003.488770
PARAM camera11_x 0.0 1588794003.488885 lcad-G7-7588 1588794003.488885
PARAM camera11_y -0.040000 1588794003.488888 lcad-G7-7588 1588794003.488888
PARAM camera11_z 0.2130000 1588794003.488890 lcad-G7-7588 1588794003.488890
PARAM camera11_roll -0.008726 1588794003.488891 lcad-G7-7588 1588794003.488891
PARAM camera11_pitch -0.008584 1588794003.488893 lcad-G7-7588 1588794003.488893
PARAM camera11_yaw -1.606615 1588794003.488895 lcad-G7-7588 1588794003.488895
PARAM camera12_x 0.0 1588794003.489267 lcad-G7-7588 1588794003.489267
PARAM camera12_y -0.040000 1588794003.489270 lcad-G7-7588 1588794003.489270
PARAM camera12_z 0.2130000 1588794003.489272 lcad-G7-7588 1588794003.489272
PARAM camera12_roll -0.008726 1588794003.489273 lcad-G7-7588 1588794003.489273
PARAM camera12_pitch -0.008584 1588794003.489275 lcad-G7-7588 1588794003.489275
PARAM camera12_yaw 1.624068 1588794003.489277 lcad-G7-7588 1588794003.489276
PARAM tracker_opentld_view_width 1280 1588794003.489533 lcad-G7-7588 1588794003.489533
PARAM tracker_opentld_view_height 960 1588794003.489536 lcad-G7-7588 1588794003.489536
PARAM tracker_opentld_confidence_threshold 0.5 1588794003.489538 lcad-G7-7588 1588794003.489538
PARAM tracker_opentld_detector_minScale -10 1588794003.489539 lcad-G7-7588 1588794003.489539
PARAM tracker_opentld_detector_maxScale 10 1588794003.489541 lcad-G7-7588 1588794003.489541
PARAM tracker_opentld_detector_numFeatures 15 1588794003.489543 lcad-G7-7588 1588794003.489543
PARAM tracker_opentld_detector_minSize 25 1588794003.489544 lcad-G7-7588 1588794003.489544
PARAM tracker_opentld_detector_thetaP 0.65 1588794003.489546 lcad-G7-7588 1588794003.489546
PARAM tracker_opentld_detector_thetaN 0.5 1588794003.489548 lcad-G7-7588 1588794003.489548
PARAM robotgui_connect_distance 40.0 1588794003.489632 lcad-G7-7588 1588794003.489632
PARAM robotgui_gui_control on 1588794003.489635 lcad-G7-7588 1588794003.489635
PARAM robotgui_show_velocity off 1588794003.489636 lcad-G7-7588 1588794003.489636
PARAM robotgui_show_vector on 1588794003.489638 lcad-G7-7588 1588794003.489638
PARAM viewer_3D_background_red 255.0 1588794003.489844 lcad-G7-7588 1588794003.489844
PARAM viewer_3D_background_green 255.0 1588794003.489849 lcad-G7-7588 1588794003.489849
PARAM viewer_3D_background_blue 255.0 1588794003.489851 lcad-G7-7588 1588794003.489851
PARAM viewer_3D_point_size 1 1588794003.489853 lcad-G7-7588 1588794003.489853
PARAM viewer_3D_ldmrs_size 3 1588794003.489856 lcad-G7-7588 1588794003.489855
PARAM viewer_3D_ldmrs_min_velocity 1.0 1588794003.489857 lcad-G7-7588 1588794003.489857
PARAM viewer_3D_laser_size 1 1588794003.489859 lcad-G7-7588 1588794003.489859
PARAM viewer_3D_velodyne_size 1 1588794003.489861 lcad-G7-7588 1588794003.489861
PARAM viewer_3D_odometry_size 60000 1588794003.489863 lcad-G7-7588 1588794003.489863
PARAM viewer_3D_gps_size 60000 1588794003.489865 lcad-G7-7588 1588794003.489865
PARAM viewer_3D_localize_ackerman_size 60000 1588794003.489867 lcad-G7-7588 1588794003.489867
PARAM viewer_3D_stereo_point_cloud_size 10 1588794003.489869 lcad-G7-7588 1588794003.489869
PARAM viewer_3D_camera_square_size 3 1588794003.489871 lcad-G7-7588 1588794003.489871
PARAM carmodel_file_name ford_escape_model.obj 1588794003.490013 lcad-G7-7588 1588794003.490013
PARAM carmodel_x 1.2 1588794003.490017 lcad-G7-7588 1588794003.490017
PARAM carmodel_y 0.0 1588794003.490019 lcad-G7-7588 1588794003.490019
PARAM carmodel_z 0.28 1588794003.490020 lcad-G7-7588 1588794003.490020
PARAM carmodel_roll 0.0 1588794003.490022 lcad-G7-7588 1588794003.490022
PARAM carmodel_pitch 0.0 1588794003.490023 lcad-G7-7588 1588794003.490023
PARAM carmodel_yaw 0.0 1588794003.490025 lcad-G7-7588 1588794003.490025
PARAM carmodel_size_x 4.437 1588794003.490042 lcad-G7-7588 1588794003.490042
PARAM carmodel_size_y 1.806 1588794003.490044 lcad-G7-7588 1588794003.490044
PARAM carmodel_size_z 1.725 1588794003.490046 lcad-G7-7588 1588794003.490046
PARAM camera_x 0.245 1588794003.490198 lcad-G7-7588 1588794003.490198
PARAM camera_y -0.287 1588794003.490201 lcad-G7-7588 1588794003.490201
PARAM camera_z 0.085 1588794003.490202 lcad-G7-7588 1588794003.490202
PARAM camera_roll 0.0 1588794003.490204 lcad-G7-7588 1588794003.490204
PARAM camera_pitch 0.0263 1588794003.490205 lcad-G7-7588 1588794003.490205
PARAM camera_yaw 0.0 1588794003.490207 lcad-G7-7588 1588794003.490207
PARAM simulator_person_leg_width 1.5 1588794003.490474 lcad-G7-7588 1588794003.490474
PARAM simulator_person_dist_from_robot 0.4 1588794003.490477 lcad-G7-7588 1588794003.490477
PARAM simulator_person_speed 0.6 1588794003.490478 lcad-G7-7588 1588794003.490478
PARAM simulator_time 0.025 1588794003.490480 lcad-G7-7588 1588794003.490480
PARAM simulator_sync_mode off 1588794003.490482 lcad-G7-7588 1588794003.490482
PARAM simulator_laser_probability_of_random_max .0001 1588794003.490483 lcad-G7-7588 1588794003.490483
PARAM simulator_laser_probability_of_random_reading .0001 1588794003.490487 lcad-G7-7588 1588794003.490487
PARAM simulator_laser_sensor_variance .001 1588794003.490490 lcad-G7-7588 1588794003.490490
PARAM simulator_sonar_probability_of_random_max .01 1588794003.490492 lcad-G7-7588 1588794003.490492
PARAM simulator_sonar_probability_of_random_reading .005 1588794003.490495 lcad-G7-7588 1588794003.490495
PARAM simulator_sonar_sensor_variance .05 1588794003.490498 lcad-G7-7588 1588794003.490498
PARAM simulator_use_robot off 1588794003.490500 lcad-G7-7588 1588794003.490500
PARAM simulator_use_velocity_nn on 1588794003.490501 lcad-G7-7588 1588794003.490501
PARAM simulator_use_phi_nn on 1588794003.490503 lcad-G7-7588 1588794003.490503
PARAM simulator_send_localize_messages on 1588794003.490505 lcad-G7-7588 1588794003.490504
PARAM simulator_frontlaser_maxrange 50 1588794003.490506 lcad-G7-7588 1588794003.490506
PARAM simulator_rearlaser_maxrange 50 1588794003.490508 lcad-G7-7588 1588794003.490508
PARAM simulator_ackerman_publish_laser on 1588794003.490509 lcad-G7-7588 1588794003.490509
PARAM simulator_motion_timeout 10000.0 1588794003.490511 lcad-G7-7588 1588794003.490511
PARAM logger_localize off 1588794003.490784 lcad-G7-7588 1588794003.490783
PARAM logger_gps on 1588794003.490786 lcad-G7-7588 1588794003.490786
PARAM logger_simulator off 1588794003.490788 lcad-G7-7588 1588794003.490788
PARAM logger_imu off 1588794003.490790 lcad-G7-7588 1588794003.490790
PARAM logger_xsens on 1588794003.490791 lcad-G7-7588 1588794003.490791
PARAM logger_velodyne on 1588794003.490793 lcad-G7-7588 1588794003.490793
PARAM logger_velodyne_save_to_file on 1588794003.490795 lcad-G7-7588 1588794003.490795
PARAM logger_xsens_mtig off 1588794003.490796 lcad-G7-7588 1588794003.490796
PARAM logger_imu_pi off 1588794003.490798 lcad-G7-7588 1588794003.490798
PARAM logger_odometry on 1588794003.490799 lcad-G7-7588 1588794003.490799
PARAM logger_visual_odometry off 1588794003.490801 lcad-G7-7588 1588794003.490801
PARAM logger_laser on 1588794003.490803 lcad-G7-7588 1588794003.490803
PARAM logger_robot_laser off 1588794003.490804 lcad-G7-7588 1588794003.490804
PARAM logger_params on 1588794003.490806 lcad-G7-7588 1588794003.490806
PARAM logger_motioncmds off 1588794003.490807 lcad-G7-7588 1588794003.490807
PARAM logger_kinect off 1588794003.490809 lcad-G7-7588 1588794003.490809
PARAM logger_bumblebee on 1588794003.490810 lcad-G7-7588 1588794003.490810
PARAM logger_bumblebee_frames_to_save 1 1588794003.490812 lcad-G7-7588 1588794003.490812
PARAM logger_bumblebee_save_to_file on 1588794003.490814 lcad-G7-7588 1588794003.490814
PARAM logger_web_cam off 1588794003.490815 lcad-G7-7588 1588794003.490815
PARAM logger_sonar off 1588794003.490817 lcad-G7-7588 1588794003.490817
PARAM logger_ford_escape_status on 1588794003.490818 lcad-G7-7588 1588794003.490818
PARAM logger_can_dump off 1588794003.490820 lcad-G7-7588 1588794003.490820
PARAM driving_playback_distance_between_waypoints 1.0 1588794003.490902 lcad-G7-7588 1588794003.490902
PARAM driving_playback_num_poses_ahead 20 1588794003.490906 lcad-G7-7588 1588794003.490906
PARAM polar_slam_odom_a1 0.2 1588794003.491091 lcad-G7-7588 1588794003.491091
PARAM polar_slam_odom_a2 0.01 1588794003.491094 lcad-G7-7588 1588794003.491094
PARAM polar_slam_odom_a3 0.2 1588794003.491095 lcad-G7-7588 1588794003.491095
PARAM polar_slam_odom_a4 0.01 1588794003.491097 lcad-G7-7588 1588794003.491097
PARAM polar_slam_laser_sampling_step 36 1588794003.491099 lcad-G7-7588 1588794003.491099
PARAM polar_slam_laser_num_beams 361 1588794003.491100 lcad-G7-7588 1588794003.491100
PARAM polar_slam_laser_fov_range 180.0 1588794003.491102 lcad-G7-7588 1588794003.491102
PARAM polar_slam_laser_start_angle -90.0 1588794003.491103 lcad-G7-7588 1588794003.491103
PARAM polar_slam_laser_max_range 50.0 1588794003.491105 lcad-G7-7588 1588794003.491105
PARAM polar_slam_laser_lambda_short 1.0 1588794003.491107 lcad-G7-7588 1588794003.491107
PARAM polar_slam_laser_sigma_zhit 0.3 1588794003.491108 lcad-G7-7588 1588794003.491108
PARAM polar_slam_laser_zhit 0.4 1588794003.491110 lcad-G7-7588 1588794003.491110
PARAM polar_slam_laser_zmax 0.4 1588794003.491111 lcad-G7-7588 1588794003.491111
PARAM polar_slam_laser_zrand 0.1 1588794003.491113 lcad-G7-7588 1588794003.491113
PARAM polar_slam_laser_zshort 0.1 1588794003.491115 lcad-G7-7588 1588794003.491115
PARAM polar_slam_num_spheres 6 1588794003.491116 lcad-G7-7588 1588794003.491116
PARAM polar_slam_num_particles 20 1588794003.491118 lcad-G7-7588 1588794003.491118
PARAM polar_slam_num_points_to_store 20 1588794003.491119 lcad-G7-7588 1588794003.491119
PARAM polar_slam_num_angular_sections 360 1588794003.491121 lcad-G7-7588 1588794003.491121
PARAM download_map_from_internet off 1588794003.491184 lcad-G7-7588 1588794003.491184
PARAM saliency_search_camera 8 1588794003.491253 lcad-G7-7588 1588794003.491253
PARAM saliency_search_number_of_saliencies 5 1588794003.491255 lcad-G7-7588 1588794003.491255
PARAM neural_global_localizer_camera 8 1588794003.491466 lcad-G7-7588 1588794003.491466
PARAM neural_global_localizer_training off 1588794003.491468 lcad-G7-7588 1588794003.491468
PARAM neural_global_localizer_save_train off 1588794003.491470 lcad-G7-7588 1588794003.491470
PARAM ekf_odometry_camera 8 1588794003.491580 lcad-G7-7588 1588794003.491580
PARAM ekf_odometry_sensor_timeout 10.0 1588794003.491582 lcad-G7-7588 1588794003.491582
PARAM ekf_odometry_frequency 5.0 1588794003.491584 lcad-G7-7588 1588794003.491584
PARAM ekf_odometry_odom_used off 1588794003.491586 lcad-G7-7588 1588794003.491586
PARAM ekf_odometry_vodom_used on 1588794003.491588 lcad-G7-7588 1588794003.491588
PARAM ekf_odometry_imu_used off 1588794003.491589 lcad-G7-7588 1588794003.491589
PARAM ekf_odometry_gps_used off 1588794003.491591 lcad-G7-7588 1588794003.491591
PARAM ekf_odometry_neural_globalpos_used on 1588794003.491592 lcad-G7-7588 1588794003.491592
PARAM zed_camera_sensor_quality 2 1588794003.491660 lcad-G7-7588 1588794003.491660
PARAM zed_camera_sensor_fps 0.0 1588794003.491662 lcad-G7-7588 1588794003.491662
